ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat);;
10144;;Sacoche de selle Drybag 620;;;;;;;;;;;;;;;;;;;;;;;;;;;Toile bâchée. Gris / Noir. Waterproof. 62 l.;<b>BAGS-CONNECTION Drybag 620</b><br><br>Excellente résistance aux déchirures, tractions, perforations, imperméable et résistant aux UV. <br> Cest la matière résistant aux intempéries ! <br> Pour toutes les conditions météorologiques, peu importe la manière dont vous choisissez de lutiliser, le résultat est toujours parfait. Avec un look discret.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Utilisation universelle compatible avec presque toutes les motos</li><li>Matière: Tarpaulin étanche soudé par hautes fréquences</li><li>Taille expansible : 62-72 litres</li><li>Couleur: Anthracite / Noir</li><li>Stable 4-points de fixation</li><li>Compatible avec toute la gamme Drybag : Drybag 250, Drybag 350, Drybag 450, Drybag 600 </li><li>Anneaux pour fixation supplémentaire avec les sangles ROK</li><li>Détails réfléchissants pour plus de sécurité sur la route</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>Sac Drybag</li><li>4 sangles de fixation <b>(BC.ZUB.00.042.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b> Sangles ajustables :<ul><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/%204052572000984.htm><b>BC.ROK.00.711.10000/B</b></a></li><li>Sangles ROK 500-1500 mm<br><b>Référence </b><a href=http://sw-bc.com/en/4052572000991.htm><b>BC.ROK.00.711.10100/B</b></a></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10145;;Sacoche de selle Drybag 250;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin. Grey / Noir. Waterproof. 25 l.;<b>SW-MOTECH Drybag 250</b><br><br>Excellente résistance aux déchirures, tractions, perforations, imperméable et résistant aux UV. <br> Cest la matière résistant aux intempéries ! <br> Pour toutes les conditions météorologiques, peu importe la manière dont vous choisissez de lutiliser, le résultat est toujours parfait. Avec un look discret.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Utilisation universelle compatible avec presque toutes les motos</li><li>Matière: Tarpaulin étanche soudé par hautes fréquences</li><li>Couleur: Anthracite / Noir</li><li>Stable 4-points de fixation</li><li>Sangle bandoulière ergonomique, poche pour carte type carte de crédit</li><li>Anneaux pour fixation supplémentaire avec les sangles ROK</li><li>Détails réfléchissants pour plus de sécurité sur la route</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>Sac Drybag</li><li>4 sangles de fixation <b>(BC.ZUB.00.066.30000)</b></li><li>Sangle bandoulière <b>(BC.ZUB.00.041.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b> Sangles ajustables :<ul><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/%204052572000984.htm><b>BC.ROK.00.711.10000/B</b></a></li><li>Sangles ROK 500-1500 mm<br><b>Référence </b><a href=http://sw-bc.com/en/4052572000991.htm><b>BC.ROK.00.711.10100/B</b></a></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10146;;Sacoche de selle Drybag 450;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin. Grey / Noir. Waterproof. 45 l.;<b>BAGS-CONNECTION Drybag 450</b><br><br>Excellente résistance aux déchirures, tractions, perforations, imperméable et résistant aux UV. <br> Cest la matière résistant aux intempéries ! <br> Pour toutes les conditions météorologiques, peu importe la manière dont vous choisissez de lutiliser, le résultat est toujours parfait. Avec un look discret.<br><br><b>Caractéristiques:</b><!--BB--><ul><li>Utilisation universelle compatible avec presque toutes les motos</li><li>Matière: Tarpaulin étanche soudé par hautes fréquences</li><li>Couleur: Anthracite / Noir</li><li>Stable 4-points de fixation</li><li>Sangle bandoulière ergonomique, poche pour carte type carte de crédit</li><li>Anneaux pour fixation supplémentaire avec les sangles ROK</li><li>Détails réfléchissants pour plus de sécurité sur la route</li></ul><!--EB--><b>Inclus:</b><!--BL--><ul><li>Sac Drybag</li><li>4 sangles de fixation <b>(BC.ZUB.00.066.30000)</b></li><li>Sangle bandoulière<b> (BC.ZUB.00.041.30000)</b></li></ul><!--EL--><b>Accessoires en option :</b> Sangles ajustables :<ul><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/%204052572000984.htm><b>BC.ROK.00.711.10000/B</b></a></li><li>Sangles ROK 310-1060 mm<br><b>Référence </b><a href=http://sw-bc.com/en/4052572000991.htm><b>BC.ROK.00.711.10100/B</b></a></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10147;;Sac étanche Drybag 80;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin. Étanche. Gris/Noir. 8 litres.;<b>SW-MOTECH Drybag 80</b><br><br> Le tarpaulin est très résistant, presque indéchirable, complètement étanche et protège des rayons UV. <br> C´est à partir de ce matériau que sont fabriqués nos sacs.<br>Ce sac polyvalent et pratique affronte les éléments et convient à tous les budgets. <br><br><b>Caractéristiques :</b><!--BB--><ul><li> Compatible avec presque toutes les motos </li><li>Peut être utilisé comme sacoche de réservoir et même être installé sur la crashbar de la moto. </li><li>Fermeture à enroulement</li><li>Matériau : Tarpaulin thermosoudé</li><li>Couleur : Anthracite/Noir</li><li>Fixation sécurisée à sangles 3 points </li><li>Dimensions (h/l/p) : 35 cm x 19 cm x 9 cm</li></ul><!--EB--><b>Inclus :</b><!--BL--><ul><li>Drybag</li><li>2 sangles latérales, (<b>BC.ZUB.00.068.30000</b>)</li><li>Sangle bandoulière (<b>BC.ZUB.00.041.30000</b>)</li></ul><!--EL--><b>Extras:</b><ul><li> Sangle réglable pour une fixation accrue:</li><li> Sangles ROK 310-1060 mm<br>Art.No. <b>BC.ROK.00.711.10000/B</b></li><li> Sangles ROK 500-1500 mm<br>Art.No. <b>BC.ROK.00.711.10100/B</b></li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10148;;Sac à dos Drybag 300;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin. Étanche. Gris/Noir. 30 litres.;<p>Le Drybag 300 montre tout ses atouts dans des conditions météo difficiles: ce sac robuste et étanche protège de l´eau et de la boue jusqu´à 30 litres de contenance. Le matériau tarpaulin est particulièrement facile d´entretien. La poche principale est protégée par une fermeture à enroulement, et la petite poche par une fermeture-éclair résistante aux éclaboussures. De plus le système de port ergonomique avec sangles ajustables pour les hanches et le torse, ainsi que les  bretelles rembourées assurent un grand confort.</p> <b>Caractéristiques:</b><!--BB--> <ul> <li> Sac à dos étanche gris avec fermeture par enroulement </li> <li> Fabriqué en tarpaulin robuste et facile d´entretien </li> <li> Capacité de 30 litres </li> <li> Bretelle rembourrée </li> <li> Sangle de taille rembourrée </li> <li> Poche extérieure avec fermeture éclair</li> <li> Disponible aussi en jaune de sécurité </li> <li> Détails réfléchissants</li> </ul><!--EB--> <b>Inclus</b><!--BL--><ul> <li>Sac à dos étanche Drybag 300</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10149;;Sac à dos Drybag 300;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin. Étanche. Jaune sécurité. 30 litres.;<p> Le Drybag 300 montre tout ses atouts dans des conditions météo difficiles : ce sac robuste et étanche protège de l´eau et de la boue jusqu´à 30 litres de contenance. Le matériau tarpaulin est particulièrement facile d´entretien. La poche principale est protégée par une fermeture à enroulement, et la petite poche par une fermeture-éclair résistante aux éclaboussures. De plus le système de port ergonomique avec sangles ajustables pour les hanches et le torse, ainsi que les  bretelles rembourées assurent un grand confort. Disponible en jaune sécurité pour une plus grande visibilité sur la route.</p> <b>Caractéristiques</b> <ul> <li> Sac à dos étanche jaune avec fermeture par enroulement </li> <li> Fabriqué en tarpaulin robuste et facile d´entretien </li> <li> Capacité de 30 litres</li> <li> Bretelle rembourrée </li> <li> Sangle de taille rembourrée </li> <li> Poche extérieure avec fermeture éclair </li> <li> Disponible aussi en gris</li> <li> Détails réfléchissants </li> </ul> <b>Inclus:<<!--BL--><ul> <li>Sac étanche Drybag 300</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10150;;Sacoche de réservoir Yukon 90;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin 500D. Étanche. Gris/Noir. 9 litres.;<p> Le Yukon 90 est la toute première sacoche de réservoir étanche avec fixation par anneau QUICK-LOCK EVO. Ses dimensions compactes permettent un montage sur la plupart des réservoirs, l´anneau QUICK-LOCK EVO assurent la fermeté de l´accrochage, une prise en main facile ainsi qu´un désassemblage rapide. Le Yukon 90  est conçu pour une utilisation en toute saison et sur tout type de terrain, par n´importe quel temps. Une fermeture- éclair sur le pourtour permet un accès rapide à son rangement de 9 litres. Son rabat supérieur transparent et étanche peut être utilisé comme support protecteur de carte.</p> <b>Caractéristiques</b> <!--BB--> <ul> <li> Sacoche de réservoir étanche à l´eau et à la boue</li> <li>Facile d´entretien et résistant aux UV</li> <li> Verrouillage facile par anneau QUICK-LOCK EVO </li> <li>Fermeture éclair sur le pourtour </li> <li>Rabat transparent avec fermeture clip </li> <li>rabat supérieur comme Porte carte </li><li>Organisateur interne rembourré et amovible </li><li>compatible avec tous les anneaux de réservoirs QUICK-LOCK EVO </li> <li>Matériau : Tarpaulin et base à mémoire de forme EVA </li> <li>capacité : 9 litres </li> <li>dimensions : 27 x 21 x 11 cm (h/l/p)</li> <li>Poids : 900 g</li> </ul> <!--EB--> <b>Inclus</b> <!--BL--> <ul> <li>Sacoche de réservoir</li> <li> Organisateur interne rembourré avec séparateur d´espace amovible </li><li> Organisateur interne lavable à 30° C </li><li> anneau supérieur QUICK-LOCK EVO </li> <li>Foret, clé allen</li> <li>Attention : anneau de réservoir QUICK-LOCK EVO nécessaire pour l´installation </li> </ul> <!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10151;;Sacoche de réservoir Yukon 90;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin 500D. Étanche. Jaune sécurité. 9 litres.;<p> Le Yukon 90 est la tout première sacoche étanche avec fixation par anneau QUICK-LOCK EVO. Ses dimensions compactes permettent un montage sur la plupart des réservoirs, l´anneau QUICK-LOCK EVO assurent la fermeté de l´accrochage, une prise en main facile ainsi qu´un désassemblage rapide. Le Yukon 90  est conçu pour une utilisation en toute saison et sur tout type de terrain par n´importe quel temps. Une fermeture- éclair sur le pourtour permett un accès rapide à son rangement de 9 litres. Son rabat supérieur transparent et étanche peut être utilisé comme support protecteur de carte. Sa couleur jaune sécurité offre une visibilité optimale sur la route.</p> <b>Caractéristiques</b> <!--BB--> <ul> <li> Sacoche de réservoir étanche à l´eau et à la boue</li> <li>Facile d´entretien et résistant aux UV</li> <li> Verrouillage facile par anneau QUICK-LOCK EVO </li> <li>Fermeture éclair sur le pourtour </li> <li>Rabat transparent avec fermeture clip </li> <li>rabat supérieur comme Porte carte </li><li>Organisateur interne rembourré et amovible </li><li>compatible avec tous les anneaux de réservoirs QUICK-LOCK EVO </li> <li>Matériau : Tarpaulin et base à mémoire de forme EVA </li> <li>capacité : 9 litres </li> <li>dimensions : 27 x 21 x 11 cm (h/l/p)</li> <li>Poids : 900 g</li> </ul> <!--EB--> <b>Inclus</b> <!--BL--> <ul> <li>Sacoche de réservoir</li> <li> Organisateur interne rembourré avec séparateur d´espace amovible </li><li> Organisateur interne lavable à 30° C </li><li> anneau supérieur QUICK-LOCK EVO </li> <li>Foret, clé allen</li> <li>Attention: anneau de réservoir QUICK-LOCK EVO nécessaire pour l´installation </li> </ul> <!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10152;;Drypack;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin 210D/250D. Étanche. Jaune. 4 litres.;<p> Le sac étanche et compacte Drypack offre une capacité de 4 litres. Il se range dans une valise et peut se fixer sur l´extérieur des bagages. Ces sacs sont fabriqués en Tarpaulin 210D/250D avec un revêtement interne étanche. Le fond solide est doublé. </p> <b>Caractéristiques :</b> <!--BB--><ul> <li> Se range dans tous les bagages motos</li> <li> Revêtement étanche</li> <li> Fermeture étanche à enroulement </li> <li> Fond avec anneau d´attache </li> <li> Capacité de 4 litres </li> <li> Dimensions : 15 x 23 cm</li> </ul> <!--EB--><b>Inclus:</b><!--BL--><ul> <li> Sac compact Drypack</li> <li> Attention : Disponibles dans de différentes tailles et en Set avec 3 Sacs (4/8/13 litres) </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10153;;Drypack;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin 210D/250D. Étanche. Rouge. 8 litres.;<p> Le sac étanche et compacte Drypack offre une capacité de 8 litres. Il se range dans une valise et peut se fixer sur l´extérieur des bagages. Ces sacs sont fabriqués en Tarpaulin 210D/250D avec un revêtement interne étanche. Le fond solide est doublé. </p> <b>Caractéristiques :</b> <!--BB--><ul> <li> Se range dans tous les bagages motos</li> <li> Revêtement étanche</li> <li> Fermeture étanche à enroulement </li> <li> Fond avec anneau d´attache </li> <li> Capacité de 8 litres </li> <li> Dimensions : 18 x 32 cm</li> </ul> <!--EB--><b>Inclus:</b><!--BL--><ul> <li> Sac compact Drypack</li> <li> Attention : Disponibles dans de différentes tailles et en Set avec 3 Sacs (4/8/13 litres) </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10154;;Drypack;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin 210D/250D. Étanche. Rouge. 13 litres.;<p> Le sac étanche et compacte Drypack offre une capacité de 13 litres. Il se range dans une valise et peut se fixer sur l´extérieur des bagages. Ces sacs sont fabriqués en Tarpaulin 210D/250D avec un revêtement interne étanche. Le fond solide est doublé. </p> <b>Caractéristiques :</b> <!--BB--><ul> <li> Se range dans tous les bagages motos</li> <li> Revêtement étanche</li> <li> Fermeture étanche à enroulement </li> <li> Fond avec anneau d´attache </li> <li> Capacité de 13 litres </li> <li> Dimensions : 22 x 34 cm</li> </ul> <!--EB--><b>Inclus:</b><!--BL--><ul> <li> Sac compact Drypack</li> <li> Attention : Disponibles dans de différentes tailles et en Set avec 3 Sacs (4/8/13 litres) </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10155;;Drypack;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin 210D/250D. Étanche. Jaune. 20 litres.;<p> Le sac étanche et compacte Drypack offre une capacité de 20 litres. Il se range dans une valise et peut se fixer sur l´extérieur des bagages. Ces sacs sont fabriqués en Tarpaulin 210D/250D avec un revêtement interne étanche. Le fond solide est doublé. </p> <b>Caractéristiques :</b> <!--BB--><ul> <li> Se range dans tous les bagages motos</li> <li> Revêtement étanche</li> <li> Fermeture étanche à enroulement </li> <li> Fond avec anneau d´attache </li> <li> Capacité de 20 litres </li> <li> Dimensions : 24 x 44 cm</li> </ul> <!--EB--><b>Inclus:</b><!--BL--><ul> <li> Sac compact Drypack</li> <li> Attention : Disponibles dans de différentes tailles et en Set avec 3 Sacs (4/8/13 litres) </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10156;;Sac étanche Drybag 180;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarpaulin 500D. Étanche. Gris/Noir. 18 litres.;<p>Toujours au top : le Drybag 180, étanche et léger, se place facilement sur la selle, le porte bagage ou sur d´autres Drybags. Ainsi, le conducteur a rapidement et à portée de main tout ce dont il a besoin. Le bagage est en tarpaulin, matériau léger, robuste et facile d´entretien. Une sangle bandoulière est incluse en plus des quatre sangles d´installation avec sa platine à quatre points d´attache.</p> <b>Caractéristiques :</b><!--BB--><ul> <li> Sacoche de selle étanche avec fermeture à enroulement </li> <li> Fabriqué en tarpaulin robuste et facile d´entretien</li> <li> Capacité de 18 litres </li> <li> Combinaison facile avec les autres Drybags</li> <li> Système de fixation à quatre points d´attache </li> <li> Poche frontale séparée</li> </ul><!--EB--> <b>Inclus</b><!--BB--> <ul> <li>Sacoche étanche Drybag 180</li> <li>4 sangles d´installation</li> <li>Sangle bandoulière</li> </ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10157;;Sac à dos pliable Flexpack;;;;;;;;;;;;;;;;;;;;;;;;;;;Polyuréthane 75 D. Étanche. 30 l.;<p>Replié sur lui-même, le sac à dos Flexpack est à peine plus gros qu´un poing et se range dans n´importe quelle sacoche de réservoir ou sous la selle. Au besoin, ce petit sac pratique se transforme en sac à dos avec une capacité de 30 litres de bagages. Il peut contenir un casque intégral. Son revêtement en polyuréthane 75 D anti-déchirure offre une bonne protection contre les éléments.</p> <b>Caractéristiques :</b><!--BB--> <ul> <li> Léger et très compact</li> <li> Capacité de 30 litres</li> <li> Peut contenir un casque intégral</li> <li> Fabriqué en polyester ristop léger </li> <li> Revêtement en polyuréthane étanche</li> </ul> <!--EB--><b>Inclus :</b><!--BL--><ul> <li> Sac à dos pliable Flexpack</li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10158;;Coussin pour velcro  des sacoches textiles;;;;;;;;;;;;;;;;;;;;;;;;;;;Coussin pour la sangle velcro.;<b>Coussin pour le velcro des sacoches textiles</b><ul><li>Coussin pour sacoches  BLAZE® et DAKAR</li><li>Largeur : 140mm</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10159;;Protège mains Barkbusters en fibre de Carbone;;;;;;;;;;;;;;;;;;;;;;;;;;;Pour les  backbones (sauf EGO).;"<span style=font-size:18px""><b>Coque de protection des mains en fibre de carbone</b></span><ul><li>Pour les Barkbusters en aluminium (sauf EGO)</li><li>Compatible avec les supports VPS et  STORM</li><li>Non recommande pour une utilisation Offroad</ul>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10160;;Sac étanche TraX® L;;;;;;;;;;;;;;;;;;;;;;;;;;;Housse bâchée. Noir. Waterproof. pour TraX® L.;<ul><li>Sac interne étanche pour TraX® L en Tarpaulin</li><li>Avec poignée de transport</li></ul><b>Inclus:</b><!--BL--><ul><li>Sac interne étanche en Tarpaulin</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10161;;Sac étanche TraX® M;;;;;;;;;;;;;;;;;;;;;;;;;;;Sac bâché. Noir. Waterproof. pour TraX® M.;<ul><li>Sac interne étanche pour TraX® M en Tarpaulin</li><li>Avec poignée de transport</li></ul><b>Inclus:</b><!--BL--><ul><li>Sac interne étanche en Tarpaulin</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10162;;Sangles TraX®;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. pour TraX® M / L.;<ul><li>Compatible avec TraX® M ou TraX® L.</li><li>fixation velcro.</li></ul><b>Inclus:</b><!--BL--><ul><li>Poignée</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10163;;Sacoche de sur-valise TraX®;;;;;;;;;;;;;;;;;;;;;;;;;;;600D Nylon. Noir. pour TraX® M / L.;<ul><li>Compatible avec TraX® M ou TraX® L.</li><li>Mesure 43cm x 22cm x 12cm/18cm.</li></ul><b>Inclus:</b><!--BL--><ul><li>Sac TraX® Expansion</li><li>Sac interne étanche</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10164;;Sac étanche pour Topcase TraX®;;;;;;;;;;;;;;;;;;;;;;;;;;;Sac bâché. Noir. Waterproof. pour TraX® Topcase.;<ul><li>Sac interne étanche pour Topcase TraX® en Tarpaulin</li><li>Avec poignée de transport</li></ul><b>Inclus:</b><!--BL--><ul><li>Sac interne étanche en Tarpaulin</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10165;;Support GPS pour réservoir;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Pour sacoche réser.QUICK-LOCK EVO sauf Micro;<ul> <li>Pour fixer une house GPS ou sur toutes les sacoches réservoir QUICK-LOCK (sauf Micro)</li> <li>Adaptable pour TomTom Rider I, TomTom Rider II, Garmin Zumo 500/550, PDA i. a.</li></ul><b>Inclus:</b><!--BL--> <ul> <li>Support de GPS pour sacoche réservoir</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10166;;Kit de fixation pour protège-mains;;;;;;;;;;;;;;;;;;;;;;;;;;;BMW G650X Challenge / Moto / Pays.;"<span style=font-Taille :18px""><b>Kit de fixation pour Protège-mains</b></span><br><br><b>Inclus:</b><!--BL--><ul><li>Structure en Aluminium (G/D)</li><li>Kit complet de fixation (sans plastique)</li></ul><!--EL--><u>Pour les coques de protection ::</u><ul><li>VPS plastique<br><i>Référence: <b>VPS-003</b></i></li><li>Storm plastique<br><i>Référence: <b>STM-003</b></i></li></ul><u>Pour les modèles :</u><br><br><table border=""0""><tr><td width=""56"">BMW</td><td width=""129"">G 650 X Challenge</td><td width=""63"">E65X</td><td width=""129"">2006 - 2009 </td></tr><tr><td>BMW</td><td>G 650 X Country</td><td>E65X</td><td>2006 - 2009 </td></tr><tr><td>BMW</td><td>G 650 X Moto</td><td>E65X</td><td>2006 - 2009 </td></tr></table>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
